customerKey,dateKey,salesPersonKey,Quantity,Price,Margin,Cost,OverHead,returns,Sales,Expenses,net profit,net margin,City,State,Country,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Age,Purchased Bike,Product,Product Sub Category,Product Category,Color,Size,Weight,Class,Style,Promotion,Promotion Category,Promotion Type,Manufacturer,Manufacturer Grouping,Market
273371,2008-03-12,288,1,1500.0,0.33,1005.0,148.5,0.0,1500.0,1005.0,346.5,23.1,Matawan,New Jersey,United States,Married,Male,100000,4,Partial College,Professional,Yes,4,0-1 Miles,40,No,Mountain-200,Mountain Bikes,Bikes,Black,38,23.35,H ,U ,Road-650 Overstock,Reseller,Excess Inventory,Acme,New Comers,Stable
280722,2010-06-06,283,1,1460.0456,0.24,1109.634656,105.1232832,0.0,1460.0456,1109.634656,245.2876608,16.8,New York,New York,United States,Married,Male,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,38,Yes,Road-650,Road Bikes,Bikes,Red,52,19.42,L ,U ,LL Road Frame Sale,Reseller,Excess Inventory,Ribuck,New Comers,Stable
86768,2010-04-17,293,1,28.6416,0.41,16.898544,3.5229168,0.0,28.6416,16.898544,8.2201392,28.7,Bridgewater,New Jersey,United States,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,38,Yes,LL Mountain Tire,Tires and Tubes,Accessories,Unknown,0,0.0,L ,U,No Discount,No Discount,No Discount,Over Armour,New Comers,Shrinking
139086,2008-06-19,285,1,1700.0,0.18,1394.0,30.6,0.0,1700.0,1394.0,275.4,16.2,Los Angeles,California,United States,Married,Male,80000,5,Partial College,Professional,Yes,3,1-2 Miles,46,No,Mountain-500,Mountain Bikes,Bikes,Silver,40,27.35,L ,U ,Volume Discount over 60,Reseller,Volume Discount,Slicenger,New Comers,Stable
400201,2010-06-26,290,1,56.661,0.41,33.42999,4.646202,0.0,56.661,33.42999,18.584808,32.8,Langford,British Columbia,Canada,Married,Male,20000,0,Partial High School,Manual,Yes,2,0-1 Miles,32,No,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,S,0.0,N,U ,Mountain Tire Sale,Customer,Excess Inventory,Acme,New Comers,Stable
115984,2009-01-19,291,1,129.28,0.21,102.1312,2.71488,0.0,129.28,102.1312,24.43392,18.9,Dallas,Texas,United States,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,41,Yes,ML Road Frame-W,Road Frames,Components,Yellow,48,2.34,M ,W ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Woolson,New Comers,Stable
51536,2009-06-12,289,1,1891.76,0.27,1380.9848,153.23256,0.0,1891.76,1380.9848,357.54264,18.9,Grass Valley,California,United States,Married,Male,80000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,47,No,Touring-2000,Touring Bikes,Bikes,Blue,46,27.13,M ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Princess,New Comers,Growing
178756,2010-10-17,289,1,1327.9584,0.15,1128.76464,39.838752,0.0,1327.9584,1128.76464,159.355008,12.0,Carencro,Louisiana,United States,Married,Female,40000,3,Partial College,Clerical,Yes,1,0-1 Miles,31,No,Road-250,Road Bikes,Bikes,Black,52,15.42,H ,U ,Touring-3000 Promotion,Reseller,New Product,Ribuck,New Comers,Stable
122323,2010-04-12,293,1,90.21469664,1.0,68.01022164,7.096299875,0.0,90.21469664,68.01022164,15.10817513,16.7,McCall,Idaho,United States,Single,Female,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,27,No,HL Touring Frame,Touring Frames,Components,Blue,60,3.08,H ,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Poomah,New Comers,Growing
336341,2010-12-25,285,1,1756.6032,0.18,1440.414624,31.6188576,0.0,1756.6032,1440.414624,284.5697184,16.2,Eugene,Oregon,United States,Married,Male,10000,4,Partial High School,Manual,Yes,1,0-1 Miles,40,Yes,Road-250,Road Bikes,Bikes,Red,48,15.13,H ,U ,Mountain Tire Sale,Customer,Excess Inventory,Over Armour,New Comers,Shrinking
335293,2010-02-04,281,1,96.7479,0.28,69.658488,8.1268236,0.0,96.7479,69.658488,18.9625884,19.6,Des Plaines,Illinois,United States,Single,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,66,No,Men's Sports Shorts,Shorts,Clothing,Black,L,0.0,N,M ,LL Road Frame Sale,Reseller,Excess Inventory,Princess,New Comers,Growing
128651,2010-03-07,296,2,1529.852973,1.0,1194.7328,78.16307114,0.0,3059.705946,2389.4656,592.0772748,19.4,Miami Beach,Florida,United States,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,51,No,Mountain-200,Mountain Bikes,Bikes,Black,42,23.77,H ,U ,Volume Discount over 60,Reseller,Volume Discount,Princess,New Comers,Growing
107266,2009-01-27,295,1,79.31,0.65,27.7585,25.3103,1.0,79.31,27.7585,26.2412,33.1,Washington,District of Columbia,United States,Married,Female,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,65,No,Women's Mountain Shorts,Shorts,Clothing,Black,L,0.0,N,W ,Touring-3000 Promotion,Reseller,New Product,Old Balance,Incumbents,Shrinking
124085,2009-06-07,282,1,93.93,0.64,33.8148,12.02304,0.0,93.93,33.8148,48.09216,51.2,Chicago,Illinois,United States,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,35,Yes,Men's Sports Shorts,Shorts,Clothing,Black,L,0.0,N,M ,Half-Price Pedal Sale,Customer,Seasonal Discount,Old Balance,Incumbents,Shrinking
256271,2008-10-19,292,1,1700.0,0.35,1105.0,59.5,0.0,1700.0,1105.0,535.5,31.5,San Diego,California,United States,Married,Female,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,67,No,Mountain-100,Mountain Bikes,Bikes,Silver,44,21.13,H ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Princess,New Comers,Growing
18272,2009-02-13,296,1,93.93,0.64,33.8148,18.03456,0.0,93.93,33.8148,42.08064,44.8,Syracuse,New York,United States,Single,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,42,No,Men's Sports Shorts,Shorts,Clothing,Black,L,0.0,N,M ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Nuke,Incumbents,Growing
47879,2009-03-02,284,1,239.99,0.5,119.995,23.999,0.0,239.99,119.995,95.996,40.0,Eugene,Oregon,United States,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,40,No,HL Mountain Frame,Mountain Frames,Components,Black,46,2.84,H ,U ,Volume Discount 41 to 60,Reseller,Volume Discount,Princess,New Comers,Growing
28577,2008-04-21,285,1,226.8741152,1.0,126.4556788,23.76545153,0.0,226.8741152,126.4556788,76.65298489,33.8,Phoenix,Arizona,United States,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,37,Yes,ML Mountain Frame-W,Mountain Frames,Components,Silver,40,2.77,M ,W ,Touring-1000 Promotion,Reseller,New Product,Woolson,New Comers,Stable
337128,2009-12-28,291,1,72.8,0.38,45.136,2.7664,0.0,72.8,45.136,24.8976,34.2,Toledo,Ohio,United States,Single,Male,40000,2,Bachelors,Management,Yes,2,5-10 Miles,63,Yes,LL Road Handlebars,Handlebars,Components,Unknown,0,0.0,L ,U,LL Road Frame Sale,Reseller,Excess Inventory,Over Armour,New Comers,Shrinking
246405,2008-04-16,285,1,1500.0,0.33,1005.0,49.5,0.0,1500.0,1005.0,445.5,29.7,Boise,Idaho,United States,Single,Male,30000,1,Bachelors,Clerical,No,1,1-2 Miles,39,No,Mountain-200,Mountain Bikes,Bikes,Black,38,23.35,H ,U ,Touring-3000 Promotion,Reseller,New Product,Nuke,Incumbents,Growing
45142,2009-06-26,288,1,1444.06,0.31,996.4014,134.29758,0.0,1444.06,996.4014,313.36102,21.7,Grand Rapids,Michigan,United States,Married,Female,130000,3,High School,Professional,Yes,4,0-1 Miles,52,No,Road-450,Road Bikes,Bikes,Red,60,17.9,M ,U ,Road-650 Overstock,Reseller,Excess Inventory,Adihash,Incumbents,Stable
125006,2009-10-08,284,1,83.2,0.39,50.752,9.7344,0.0,83.2,50.752,22.7136,27.3,Morristown,New Jersey,United States,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,36,Yes,Minipump,Pumps,Accessories,Unknown,0,0.0,N,U,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Woolson,New Comers,Stable
240926,2010-01-18,285,1,121.8696,0.2,97.49568,34.874784,2.0,121.8696,97.49568,-10.500864,-8.6,Coeur d Alene,Idaho,United States,Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,49,No,ML Mountain Front Wheel,Wheels,Components,Black,0,0.0,M ,U,Volume Discount 11 to 14,Reseller,Volume Discount,Old Balance,Incumbents,Shrinking
225416,2010-07-07,282,1,132.6,0.34,87.516,34.5084,2.0,132.6,87.516,10.5756,8.0,Delaware City,Delaware,United States,Single,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,53,Yes,LL Road Frame,Road Frames,Components,Black,60,2.48,L ,U ,Touring-3000 Promotion,Reseller,New Product,Old Balance,Incumbents,Shrinking
30339,2010-03-31,282,1,102.01,0.32,69.3668,39.79296,2.0,102.01,69.3668,-7.14976,-7.0,Campbell,California,United States,Married,Female,130000,3,Partial College,Professional,Yes,3,5-10 Miles,50,Yes,Men's Bib-Shorts,Bib-Shorts,Clothing,Multi,M,0.0,N,M ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Nuke,Incumbents,Growing
292476,2009-11-27,282,1,4010.82,0.35,2607.033,140.3787,0.0,4010.82,2607.033,1263.4083,31.5,Dallas,Texas,United States,Married,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,30,No,Touring-1000,Touring Bikes,Bikes,Blue,54,25.68,H ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Adihash,Incumbents,Stable
229317,2009-02-14,288,1,194.93,0.24,148.1468,24.35664,1.0,194.93,148.1468,22.42656,11.5,Wilmington,Delaware,United States,Married,Female,30000,3,Partial College,Clerical,No,0,0-1 Miles,42,No,HL Road Frame,Road Frames,Components,Red,48,2.16,H ,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Slicenger,New Comers,Stable
16578,2008-06-02,283,1,65.0,0.62,24.7,12.09,0.0,65.0,24.7,28.21,43.4,Montclair,New Jersey,United States,Single,Female,60000,4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,47,Yes,Men's Bib-Shorts,Bib-Shorts,Clothing,Multi,S,0.0,N,M ,Volume Discount 25 to 40,Reseller,Volume Discount,Slicenger,New Comers,Stable
296439,2010-02-27,284,1,1520.2697,0.34,1003.378002,103.3783396,0.0,1520.2697,1003.378002,413.5133584,27.2,Washington,District of Columbia,United States,Single,Female,90000,5,Partial College,Professional,Yes,2,10+ Miles,62,No,Road-650,Road Bikes,Bikes,Black,52,19.42,L ,U ,Mountain Tire Sale,Customer,Excess Inventory,Ribuck,New Comers,Stable
176385,2009-05-10,285,1,1751.0,0.27,1278.23,47.277,0.0,1751.0,1278.23,425.493,24.3,Houston,Texas,United States,Married,Male,80000,5,Partial College,Professional,Yes,2,0-1 Miles,44,No,Mountain-500,Mountain Bikes,Bikes,Silver,40,27.35,L ,U ,Volume Discount over 60,Reseller,Volume Discount,Esics,Incumbents,Stable
106266,2009-05-26,293,1,4010.82,0.35,2607.033,496.1361,1.0,4010.82,2607.033,907.6509,22.6,Amarillo,Texas,United States,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,34,Yes,Touring-1000,Touring Bikes,Bikes,Blue,54,25.68,H ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Acme,New Comers,Stable
289276,2009-09-22,286,1,64.17797143,1.0,40.93140269,7.792549504,0.0,64.17797143,40.93140269,15.45401924,24.1,South Plainfield,New Jersey,United States,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,40,Yes,HL Mountain Frame,Mountain Frames,Components,Black,38,2.68,H ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Woolson,New Comers,Stable
300609,2009-07-10,283,1,55.55,0.46,29.997,20.1106,1.0,55.55,29.997,5.4424,9.8,Roseville,California,United States,Married,Male,40000,3,Partial College,Professional,No,2,5-10 Miles,54,Yes,Long-Sleeve Logo Jersey,Jerseys,Clothing,Multi,S,0.0,N,U ,Touring-3000 Promotion,Reseller,New Product,Over Armour,New Comers,Shrinking
219257,2010-12-04,282,1,1664.48,0.22,1298.2944,148.23712,1.0,1664.48,1298.2944,217.94848,13.1,Little Rock,Arkansas,United States,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,53,Yes,Mountain-300,Mountain Bikes,Bikes,Black,40,25.77,M ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Ribuck,New Comers,Stable
320466,2010-07-17,281,1,85.696,0.45,47.1328,26.56896,1.0,85.696,47.1328,11.99424,14.0,Milan,Ohio,United States,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,38,Yes,Minipump,Pumps,Accessories,Unknown,0,0.0,N,U,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Acme,New Comers,Stable
10116,2009-02-10,281,2,79.95726747,1.0,55.73496879,7.662801465,0.0,159.9145349,111.4699376,40.78179589,25.5,Minneapolis,Minnesota,United States,Married,Male,40000,0,Bachelors,Clerical,No,0,0-1 Miles,38,Yes,LL Mountain Frame,Mountain Frames,Components,Silver,52,3.04,L ,U ,Touring-3000 Promotion,Reseller,New Product,Acme,New Comers,Stable
43024,2010-03-22,285,1,1632.16,0.3,1142.512,97.9296,0.0,1632.16,1142.512,391.7184,24.0,Saint Louis,Missouri,United States,Married,Male,90000,2,Bachelors,Professional,Yes,0,1-2 Miles,40,Yes,Road-550-W,Road Bikes,Bikes,Yellow,42,18.13,M ,W ,Volume Discount 15 to 24,Reseller,Volume Discount,Ribuck,New Comers,Stable
226073,2010-03-11,287,1,318.3318,0.29,226.015578,27.6948666,0.0,318.3318,226.015578,64.6213554,20.3,Morristown,New Jersey,United States,Single,Female,30000,0,High School,Manual,No,1,2-5 Miles,34,Yes,LL Mountain Frame,Mountain Frames,Components,Black,44,2.96,L ,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Esics,Incumbents,Stable
206347,2010-01-05,285,1,89.4658,0.5,44.7329,8.94658,0.0,89.4658,44.7329,35.78632,40.0,Santa Cruz,California,United States,Single,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,55,No,LL Road Frame,Road Frames,Components,Black,62,2.5,L ,U ,No Discount,No Discount,No Discount,Old Balance,Incumbents,Shrinking
307569,2010-08-30,282,1,1442.8961,0.35,937.882465,151.5040905,0.0,1442.8961,937.882465,353.5095445,24.5,Scranton,Pennsylvania,United States,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,42,Yes,Road-550-W,Road Bikes,Bikes,Yellow,44,18.42,M ,W ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Poomah,New Comers,Growing
176641,2010-02-17,294,1,1487.2416,0.2,1189.79328,89.234496,0.0,1487.2416,1189.79328,208.213824,14.0,Wheeling,West Virginia,United States,Single,Female,70000,2,Partial High School,Skilled Manual,No,2,2-5 Miles,54,Yes,Road-650,Road Bikes,Bikes,Red,52,19.42,L ,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Ribuck,New Comers,Stable
156490,2010-12-16,286,1,1443.7488,0.33,967.311696,47.6437104,0.0,1443.7488,967.311696,428.7933936,29.7,Rutherford,New Jersey,United States,Single,Male,110000,4,Bachelors,Management,Yes,4,5-10 Miles,42,Yes,Road-350-W,Road Bikes,Bikes,Yellow,40,15.35,M ,W ,Mountain Tire Sale,Customer,Excess Inventory,Ribuck,New Comers,Stable
263375,2010-10-07,286,1,176.851,0.27,129.10123,9.549954,0.0,176.851,129.10123,38.199816,21.6,Ramsey,New Jersey,United States,Single,Female,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,33,Yes,LL Mountain Frame,Mountain Frames,Components,Black,40,2.88,L ,U ,Volume Discount 41 to 60,Reseller,Volume Discount,Esics,Incumbents,Stable
77608,2008-04-28,281,6,2415.0,0.29,1714.65,140.07,0.0,14490.0,10287.9,4062.03,28.0,Nashville,Tennessee,United States,Single,Male,60000,0,Partial College,Professional,No,2,1-2 Miles,30,No,Touring-3000,Touring Bikes,Bikes,Yellow,50,29.13,L ,U ,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Slicenger,New Comers,Stable
401020,2010-11-10,296,1,252.144,-0.02,257.18688,-1.512864,0.0,252.144,257.18688,-3.530016,-1.4,London,England,United Kingdom,Single,Male,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,43,No,ML Mountain Frame,Mountain Frames,Components,Black,48,2.85,M ,U ,Volume Discount 41 to 60,Reseller,Volume Discount,Esics,Incumbents,Stable
207661,2010-08-06,292,1,349.2378,0.064,326.8865808,4.47024384,0.0,349.2378,326.8865808,17.88097536,5.1,Newark,New Jersey,United States,Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,48,Yes,ML Mountain Frame-W,Mountain Frames,Components,Silver,46,2.85,M ,W ,Road-650 Overstock,Reseller,Excess Inventory,Ribuck,New Comers,Stable
400868,2009-02-26,296,1,267.24,0.45,146.982,36.0774,0.0,267.24,146.982,84.1806,31.5,Melbourne,Victoria,Australia,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,44,No,HL Mountain Front Wheel,Wheels,Components,Black,0,0.0,H ,U,Mountain-100 Clearance Sale,Reseller,Discontinued Product,Woolson,New Comers,Stable
267308,2008-09-30,295,1,32.0,0.34,21.12,3.264,0.0,32.0,21.12,7.616,23.8,Hickory,North Carolina,United States,Married,Male,120000,4,Partial College,Management,Yes,3,10+ Miles,56,No,Hydration Pack,Hydration Packs,Accessories,Silver,70,0.0,N,U,Mountain Tire Sale,Customer,Excess Inventory,Woolson,New Comers,Stable
82974,2009-04-10,283,1,54.06,0.4,32.436,6.4872,0.0,54.06,32.436,15.1368,28.0,Ferndale,California,United States,Married,Male,20000,1,Partial College,Manual,Yes,0,1-2 Miles,63,No,Patch Kit/8 Patches,Tires and Tubes,Accessories,Unknown,0,0.0,N,U,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Old Balance,Incumbents,Shrinking
216933,2009-05-30,285,1,42.23,0.49,21.5373,6.20781,0.0,42.23,21.5373,14.48489,34.3,Alamo,California,United States,Married,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,26,Yes,Women's Mountain Shorts,Shorts,Clothing,Black,S,0.0,N,W ,Volume Discount 41 to 60,Reseller,Volume Discount,Acme,New Comers,Stable
400367,2009-05-29,291,1,118.17,0.46,63.8118,5.43582,0.0,118.17,63.8118,48.92238,41.4,Versailles,Yvelines,France,Married,Female,110000,0,High School,Management,Yes,3,10+ Miles,34,Yes,HL Mountain Frame,Mountain Frames,Components,Silver,42,2.72,H ,U ,Volume Discount 25 to 40,Reseller,Volume Discount,Nuke,Incumbents,Growing
105237,2010-05-26,282,1,36.0,1.0,25.2,3.528,0.0,36.0,25.2,7.272,20.2,Red Oak,Iowa,United States,Single,Female,70000,0,Bachelors,Professional,No,1,5-10 Miles,42,No,Thin-Jam Hex Nut,Other,Accessories,Unknown,6,0.0,N,U,Touring-1000 Promotion,Reseller,New Product,Acme,New Comers,Stable
49740,2010-11-02,283,1,1493.9532,0.24,1135.404432,35.8548768,0.0,1493.9532,1135.404432,322.6938912,21.6,Grand Haven,Michigan,United States,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,50,No,Road-450,Road Bikes,Bikes,Red,48,17.13,M ,U ,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Poomah,New Comers,Growing
143121,2009-05-26,296,1,171.7,0.32,116.756,16.4832,0.0,171.7,116.756,38.4608,22.4,San Diego,California,United States,Married,Male,80000,5,Bachelors,Professional,No,1,0-1 Miles,47,Yes,LL Mountain Frame,Mountain Frames,Components,Black,40,2.88,L ,U ,Volume Discount 11 to 14,Reseller,Volume Discount,Slicenger,New Comers,Stable
125354,2010-06-17,291,2,58.0,1.0,23.2,3.132,0.0,116.0,46.4,66.468,57.3,Oklahoma City,Oklahoma,United States,Married,Male,70000,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,46,No,Lock Washer,Other,Accessories,Unknown,7,0.0,N,U,Half-Price Pedal Sale,Customer,Seasonal Discount,Nuke,Incumbents,Growing
151038,2008-10-23,292,1,101.0,0.56,44.44,16.968,0.0,101.0,44.44,39.592,39.2,Tuckerton,New Jersey,United States,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,46,Yes,AWC Logo Cap,Caps,Clothing,Multi,M,0.0,N,U ,Touring-3000 Promotion,Reseller,New Product,Old Balance,Incumbents,Shrinking
193637,2010-03-13,295,1,61.3836,0.53,28.850292,36.5066616,2.0,61.3836,28.850292,-3.9733536,-6.5,Saint George,Utah,United States,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,38,Yes,Half-Finger Gloves,Gloves,Clothing,Black,S,0.0,N,U ,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Old Balance,Incumbents,Shrinking
281388,2009-12-30,295,1,75.75,0.34,49.995,7.7265,0.0,75.75,49.995,18.0285,23.8,Newtown,Pennsylvania,United States,Married,Female,20000,2,Partial High School,Clerical,No,2,0-1 Miles,48,No,Water Bottle,Bottles and Cages,Accessories,Unknown,0,0.0,N,U,Volume Discount over 60,Reseller,Volume Discount,Nuke,Incumbents,Growing
169806,2008-01-14,284,1,29.0,0.15,24.65,15.87,1.0,29.0,24.65,-11.52,-39.7,Fairless Hills,Pennsylvania,United States,Single,Female,10000,4,Partial High School,Manual,Yes,2,0-1 Miles,41,Yes,Short-Sleeve Classic Jersey,Jerseys,Clothing,Yellow,XL,0.0,N,U ,Volume Discount 15 to 24,Reseller,Volume Discount,Acme,New Comers,Stable
259794,2010-02-11,281,1,266.8218,0.18,218.793876,9.6055848,0.0,266.8218,218.793876,38.4223392,14.4,Bellevue,Washington,United States,Single,Male,110000,4,Bachelors,Management,Yes,4,5-10 Miles,42,Yes,LL Road Frame,Road Frames,Components,Black,48,2.36,L ,U ,Half-Price Pedal Sale,Customer,Seasonal Discount,Woolson,New Comers,Stable
119998,2009-07-25,282,1,29.12,0.45,16.016,3.9312,0.0,29.12,16.016,9.1728,31.5,Harlingen,Texas,United States,Single,Male,40000,2,Partial College,Clerical,No,1,0-1 Miles,34,No,Sport-100,Helmets,Accessories,Blue,0,0.0,N,U,Volume Discount 11 to 14,Reseller,Volume Discount,Over Armour,New Comers,Shrinking
45880,2010-10-24,281,1,200.889,0.21,158.70231,12.656007,0.0,200.889,158.70231,29.530683,14.7,Memphis,Tennessee,United States,Single,Female,20000,0,High School,Manual,No,1,1-2 Miles,28,No,LL Mountain Rear Wheel,Wheels,Components,Black,0,0.0,L ,U,Sport Helmet Discount-2002,Reseller,Seasonal Discount,Poomah,New Comers,Growing
244466,2010-11-14,292,1,70.0536,0.268,51.2792352,5.63230944,0.0,70.0536,51.2792352,13.14205536,18.8,Tempe,Arizona,United States,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,30,No,HL Road Frame,Road Frames,Components,Black,62,2.3,H ,U ,LL Road Frame Sale,Reseller,Excess Inventory,Ribuck,New Comers,Stable
228369,2008-01-14,281,1,1363.0,0.17,1131.29,69.513,0.0,1363.0,1131.29,162.197,11.9,Freeport,New York,United States,Married,Female,80000,4,Bachelors,Management,Yes,0,0-1 Miles,42,No,Road-650,Road Bikes,Bikes,Red,52,19.42,L ,U ,Mountain Tire Sale,Customer,Excess Inventory,Adihash,Incumbents,Stable
310573,2008-12-28,294,1,1800.0,0.31,1242.0,167.4,0.0,1800.0,1242.0,390.6,21.7,Waco,Texas,United States,Married,Female,90000,4,Partial College,Professional,Yes,1,1-2 Miles,45,No,Mountain-200,Mountain Bikes,Bikes,Silver,46,24.13,H ,U ,LL Road Frame Sale,Reseller,Excess Inventory,Poomah,New Comers,Growing
110178,2009-12-27,282,1,116.48,0.43,66.3936,10.01728,0.0,116.48,66.3936,40.06912,34.4,Covington,Kentucky,United States,Single,Female,60000,2,Bachelors,Professional,No,1,0-1 Miles,38,Yes,Full-Finger Gloves,Gloves,Clothing,Black,M,0.0,N,U ,Volume Discount over 60,Reseller,Volume Discount,Poomah,New Comers,Growing
81451,2008-06-13,287,1,1235.0,0.29,876.85,71.63,0.0,1235.0,876.85,286.52,23.2,Tuscaloosa,Alabama,United States,Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,27,No,Road-450,Road Bikes,Bikes,Red,44,16.77,M ,U ,Touring-3000 Promotion,Reseller,New Product,Woolson,New Comers,Stable
305870,2010-01-23,294,1,102.01,0.32,69.3668,6.52864,0.0,102.01,69.3668,26.11456,25.6,Grand Rapids,Michigan,United States,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,31,No,Men's Bib-Shorts,Bib-Shorts,Clothing,Multi,M,0.0,N,M ,Touring-3000 Promotion,Reseller,New Product,Nuke,Incumbents,Growing
164433,2009-10-24,295,1,274.38,0.19,222.2478,15.63966,0.0,274.38,222.2478,36.49254,13.3,Woodland,California,United States,Married,Male,70000,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,46,No,LL Road Pedal,Pedals,Components,Silver/Black,0,189.0,L ,U,Mountain-500 Silver Clearance Sale,Reseller,Discontinued Product,Acme,New Comers,Stable
133640,2010-08-11,295,1,264.2059,0.004,263.1490764,0.21136472,0.0,264.2059,263.1490764,0.84545888,0.3,Woodland Hills,California,United States,Married,Male,110000,5,Bachelors,Management,Yes,4,2-5 Miles,48,Yes,LL Touring Frame,Touring Frames,Components,Blue,44,3.02,L ,U ,Sport Helmet Discount-2003,Reseller,Seasonal Discount,Over Armour,New Comers,Shrinking
281052,2008-03-27,285,1,1542.0,0.33,1033.14,50.886,0.0,1542.0,1033.14,457.974,29.7,Avalon,California,United States,Married,Male,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,64,Yes,Road-650,Road Bikes,Bikes,Black,58,19.79,L ,U ,Touring-1000 Promotion,Reseller,New Product,Ribuck,New Comers,Stable
310378,2008-08-14,284,1,1273.0,0.21,1005.67,26.733,0.0,1273.0,1005.67,240.597,18.9,Las Vegas,Nevada,United States,Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,60,Yes,Road-650,Road Bikes,Bikes,Red,60,19.9,L ,U ,Mountain Tire Sale,Customer,Excess Inventory,Over Armour,New Comers,Shrinking
196506,2010-06-23,293,1,1291.8708,0.26,955.984392,33.5886408,0.0,1291.8708,955.984392,302.2977672,23.4,Beachwood,Ohio,United States,Single,Female,80000,5,Bachelors,Professional,Yes,4,1-2 Miles,38,No,Road-650,Road Bikes,Bikes,Black,48,19.13,L ,U ,Touring-1000 Promotion,Reseller,New Product,Over Armour,New Comers,Shrinking
167093,2010-07-04,293,1,1493.9532,0.24,1135.404432,71.7097536,0.0,1493.9532,1135.404432,286.8390144,19.2,Austin,Texas,United States,Single,Female,40000,2,Partial College,Clerical,No,1,1-2 Miles,47,Yes,Road-450,Road Bikes,Bikes,Red,48,17.13,M ,U ,Touring-3000 Promotion,Reseller,New Product,Over Armour,New Comers,Shrinking
293386,2009-06-21,289,1,68.34,0.43,38.9538,5.87724,0.0,68.34,38.9538,23.50896,34.4,Salt Lake City,Utah,United States,Single,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,37,Yes,Headlights - Dual-Beam,Lights,Accessories,Unknown,0,0.0,N,U,LL Road Frame Sale,Reseller,Excess Inventory,Esics,Incumbents,Stable
